,term,count,num_docs,label,subjectivity_max,subjectivity_min,subjectivity_mean
15625,sparkly,1,1,['neutral'],0.75,0.75,0.75
5886,extends,1,1,['positive'],0.0,0.0,0.0
15627,spartanburg,1,1,['neutral'],0.0,0.0,0.0
5882,exquisite,1,1,['positive'],0.8333333333333333,0.8333333333333333,0.8333333333333333
5881,expressway,1,1,['neutral'],0.39999999999999997,0.39999999999999997,0.39999999999999997
15629,sparton,1,1,['positive'],0.1875,0.1875,0.1875
5877,expressblend,1,1,['positive'],0.31785714285714284,0.31785714285714284,0.31785714285714284
5873,exporter,1,1,['negative'],0.3333333333333333,0.3333333333333333,0.3333333333333333
15614,spacs,1,1,['neutral'],0.0,0.0,0.0
5872,exported,1,1,['positive'],0.375,0.375,0.375
15603,sow,1,1,['positive'],0.5157142857142857,0.5157142857142857,0.5157142857142857
15600,southwestern,1,1,['neutral'],0.0,0.0,0.0
5996,familial,1,1,['neutral'],0.0,0.0,0.0
5989,fallacy,1,1,['neutral'],0.9,0.9,0.9
15566,sony,1,1,['positive'],0.8166666666666667,0.8166666666666667,0.8166666666666667
5986,fake,1,1,['negative'],0.7,0.7,0.7
5985,faithfulness,1,1,['positive'],0.5266666666666666,0.5266666666666666,0.5266666666666666
5982,fairway,1,1,['neutral'],0.41666666666666663,0.41666666666666663,0.41666666666666663
5980,fairmined,1,1,['neutral'],0.45454545454545453,0.45454545454545453,0.45454545454545453
5978,fairlife,1,1,['neutral'],0.25,0.25,0.25
5977,fairfield,1,1,['neutral'],0.6375,0.6375,0.6375
15572,sorbet,1,1,['neutral'],0.0,0.0,0.0
5974,failover,1,1,['positive'],0.7166666666666667,0.7166666666666667,0.7166666666666667
5972,faf,1,1,['negative'],0.5208333333333333,0.5208333333333333,0.5208333333333333
5929,faba,1,1,['positive'],0.5375,0.5375,0.5375
5971,fading,1,1,['negative'],0.35555555555555557,0.35555555555555557,0.35555555555555557
15574,sorely,1,1,['positive'],0.3181818181818182,0.3181818181818182,0.3181818181818182
5959,factbook,1,1,['neutral'],0.39166666666666666,0.39166666666666666,0.39166666666666666
15581,soulcare,1,1,['positive'],0.0,0.0,0.0
5948,facil,1,1,['neutral'],0.4,0.4,0.4
15587,soundwave,1,1,['neutral'],0.0,0.0,0.0
5943,faceless,1,1,['neutral'],0.3,0.3,0.3
5939,facade,1,1,['positive'],0.4772727272727273,0.4772727272727273,0.4772727272727273
15595,southbound,1,1,['neutral'],0.0,0.0,0.0
5937,fabuloso,1,1,['positive'],0.42613636363636365,0.42613636363636365,0.42613636363636365
5934,fabricating,1,1,['neutral'],0.375,0.375,0.375
5933,fabricated,1,1,['positive'],0.6833333333333332,0.6833333333333332,0.6833333333333332
5932,fabricability,1,1,['positive'],0.6383333333333333,0.6383333333333333,0.6383333333333333
5969,fad,1,1,['negative'],0.5,0.5,0.5
15634,spe,1,1,['positive'],0.3033333333333333,0.3033333333333333,0.3033333333333333
5867,explorer,1,1,['positive'],0.4,0.4,0.4
15635,speak,1,1,['neutral'],1.0,1.0,1.0
5803,existent,1,1,['positive'],0.0,0.0,0.0
5801,exigent,1,1,['positive'],0.75,0.75,0.75
5795,exhausting,1,1,['negative'],0.6,0.6,0.6
5793,exercised,1,1,['neutral'],0.7583333333333333,0.7583333333333333,0.7583333333333333
5791,exeperience,1,1,['positive'],0.3625,0.3625,0.3625
15690,spinalis,1,1,['neutral'],0.4385714285714285,0.4385714285714285,0.4385714285714285
5783,executive_officer,1,1,['neutral'],0.125,0.125,0.125
15696,spintronics,1,1,['neutral'],0.2833333333333333,0.2833333333333333,0.2833333333333333
5778,executional,1,1,['positive'],0.6166666666666667,0.6166666666666667,0.6166666666666667
15703,splenic,1,1,['neutral'],0.875,0.875,0.875
5768,excluding,1,1,['positive'],0.25,0.25,0.25
5766,excluded,1,1,['neutral'],0.29375,0.29375,0.29375
15684,spill,1,1,['positive'],0.5,0.5,0.5
5759,exchanger,1,1,['positive'],0.4625,0.4625,0.4625
15710,spoiled,1,1,['neutral'],0.16666666666666666,0.16666666666666666,0.16666666666666666
15711,spoiler,1,1,['positive'],0.35,0.35,0.35
5754,excerpt,1,1,['neutral'],0.21428571428571427,0.21428571428571427,0.21428571428571427
15714,spokeswoman,1,1,['positive'],0.25,0.25,0.25
5750,excels,1,1,['neutral'],0.5,0.5,0.5
15720,spooling,1,1,['neutral'],0.0,0.0,0.0
5745,exceedingly,1,1,['positive'],0.6555555555555556,0.6555555555555556,0.6555555555555556
5744,exceeded,1,1,['positive'],0.0,0.0,0.0
5743,excavator,1,1,['positive'],0.3,0.3,0.3
15725,sportradar,1,1,['positive'],0.6847222222222222,0.6847222222222222,0.6847222222222222
5739,exaflop,1,1,['positive'],0.0,0.0,0.0
15732,sportsmask,1,1,['negative'],0.34444444444444444,0.34444444444444444,0.34444444444444444
5758,exchangeable,1,1,['neutral'],0.4666666666666666,0.4666666666666666,0.4666666666666666
15682,spice,1,1,['positive'],0.5916666666666667,0.5916666666666667,0.5916666666666667
5807,exiter,1,1,['neutral'],0.24285714285714285,0.24285714285714285,0.24285714285714285
15681,sphingomyelinase,1,1,['neutral'],0.6333333333333333,0.6333333333333333,0.6333333333333333
5864,exploding,1,1,['neutral'],0.0,0.0,0.0
5863,explicitly,1,1,['positive'],0.0,0.0,0.0
5860,explainable,1,1,['neutral'],0.0,0.0,0.0
15656,specimen,1,1,['neutral'],0.52,0.52,0.52
15657,spectacle,1,1,['positive'],0.17613636363636365,0.17613636363636365,0.17613636363636365
5848,experiencing,1,1,['negative'],0.27526455026455027,0.27526455026455027,0.27526455026455027
15659,spectral,1,1,['negative'],0.3,0.3,0.3
15660,spectrastim,1,1,['neutral'],0.475,0.475,0.475
5844,expensing,1,1,['positive'],0.4,0.4,0.4
15664,speculative,1,1,['negative'],0.45432900432900425,0.45432900432900425,0.45432900432900425
15667,speedboat,1,1,['positive'],0.0,0.0,0.0
5839,expendable,1,1,['neutral'],0.0,0.0,0.0
5837,expeditionary,1,1,['negative'],0.2888888888888889,0.2888888888888889,0.2888888888888889
5836,expedition,1,1,['neutral'],0.9,0.9,0.9
5831,expedient,1,1,['positive'],0.6,0.6,0.6
15670,spence,1,1,['neutral'],0.0,0.0,0.0
15672,spender,1,1,['positive'],0.825,0.825,0.825
15674,spendingpulse,1,1,['positive'],0.0,0.0,0.0
5826,expectant,1,1,['positive'],0.4868686868686869,0.4868686868686869,0.4868686868686869
15675,spendlabs,1,1,['positive'],0.575,0.575,0.575
5823,expansionary,1,1,['positive'],0.21666666666666667,0.21666666666666667,0.21666666666666667
5821,expansibility,1,1,['positive'],0.5,0.5,0.5
5820,expands,1,1,['positive'],0.48409090909090907,0.48409090909090907,0.48409090909090907
15677,sperm,1,1,['positive'],0.5916666666666667,0.5916666666666667,0.5916666666666667
15680,spherical,1,1,['neutral'],0.0,0.0,0.0
5811,exogen,1,1,['neutral'],0.2,0.2,0.2
5810,exodus,1,1,['positive'],0.51,0.51,0.51
5726,ewinch,1,1,['positive'],0.31785714285714284,0.31785714285714284,0.31785714285714284
5492,entresto,1,1,['positive'],0.7694444444444445,0.7694444444444445,0.7694444444444445
15857,statement_disclaimer,1,1,['negative'],0.6,0.6,0.6
5487,entree,1,1,['positive'],0.530909090909091,0.530909090909091,0.530909090909091
5152,edits,1,1,['negative'],0.51,0.51,0.51
16024,strengthens,1,1,['positive'],0.15416666666666667,0.15416666666666667,0.15416666666666667
5143,edged,1,1,['neutral'],0.0,0.0,0.0
16026,stressful,1,1,['neutral'],0.6775510204081633,0.6775510204081633,0.6775510204081633
5139,edema,1,1,['neutral'],0.42857142857142855,0.42857142857142855,0.42857142857142855
5138,edandd,1,1,['positive'],0.39090909090909093,0.39090909090909093,0.39090909090909093
5137,eda,1,1,['positive'],0.05,0.05,0.05
16028,stretched,1,1,['positive'],0.521969696969697,0.521969696969697,0.521969696969697
5134,ecv,1,1,['neutral'],0.4772727272727273,0.4772727272727273,0.4772727272727273
5133,ecus,1,1,['neutral'],0.5625,0.5625,0.5625
5131,ecpm,1,1,['positive'],0.41428571428571426,0.41428571428571426,0.41428571428571426
5130,ecp,1,1,['positive'],0.0,0.0,0.0
5153,edmc,1,1,['neutral'],0.1875,0.1875,0.1875
5129,ecovadis,1,1,['positive'],0.0,0.0,0.0
5126,ecosmart,1,1,['positive'],0.5,0.5,0.5
16031,striation,1,1,['negative'],0.5862499999999999,0.5862499999999999,0.5862499999999999
16037,striking,1,1,['negative'],0.55,0.55,0.55
5111,ecm,1,1,['positive'],0.1,0.1,0.1
5110,echo,1,1,['positive'],0.32222222222222224,0.32222222222222224,0.32222222222222224
5109,ecg,1,1,['neutral'],0.0,0.0,0.0
5108,ecaps,1,1,['neutral'],0.25,0.25,0.25
5107,ecands,1,1,['positive'],0.45,0.45,0.45
5104,ebrokers,1,1,['neutral'],0.2225,0.2225,0.2225
5101,ebm,1,1,['positive'],0.525,0.525,0.525
5099,ebitdarm,1,1,['positive'],0.0,0.0,0.0
5098,ebitdare,1,1,['neutral'],0.14444444444444446,0.14444444444444446,0.14444444444444446
16029,stretchiest,1,1,['neutral'],1.0,1.0,1.0
16042,stroller,1,1,['positive'],0.5266666666666666,0.5266666666666666,0.5266666666666666
5155,edrn,1,1,['neutral'],0.16666666666666666,0.16666666666666666,0.16666666666666666
5162,edward,1,1,['positive'],0.0,0.0,0.0
5212,elcv,1,1,['positive'],0.25,0.25,0.25
5211,elbit,1,1,['neutral'],0.0,0.0,0.0
15993,stranded,1,1,['neutral'],0.25,0.25,0.25
5206,elaborate,1,1,['positive'],0.6333333333333334,0.6333333333333334,0.6333333333333334
5204,el,1,1,['neutral'],0.5,0.5,0.5
5202,eisai,1,1,['neutral'],0.6,0.6,0.6
5201,eip,1,1,['neutral'],0.42727272727272725,0.42727272727272725,0.42727272727272725
5200,einstant,1,1,['positive'],0.17666666666666667,0.17666666666666667,0.17666666666666667
5198,eimea,1,1,['positive'],0.7333333333333333,0.7333333333333333,0.7333333333333333
5197,eifs,1,1,['positive'],0.25,0.25,0.25
5194,ei,1,1,['positive'],0.6041666666666666,0.6041666666666666,0.6041666666666666
5191,ego,1,1,['positive'],0.5,0.5,0.5
16010,streamed,1,1,['neutral'],0.0,0.0,0.0
5188,egfr,1,1,['positive'],0.3624242424242424,0.3624242424242424,0.3624242424242424
5185,efrain,1,1,['neutral'],0.0,0.0,0.0
15996,strat,1,1,['positive'],0.0,0.0,0.0
15999,strategical,1,1,['neutral'],0.28928571428571426,0.28928571428571426,0.28928571428571426
16001,strategist,1,1,['positive'],0.24375000000000002,0.24375000000000002,0.24375000000000002
16003,strathcona,1,1,['positive'],0.42500000000000004,0.42500000000000004,0.42500000000000004
16004,stratosphere,1,1,['positive'],0.41164021164021164,0.41164021164021164,0.41164021164021164
16005,stratum,1,1,['positive'],0.5333333333333333,0.5333333333333333,0.5333333333333333
16007,strawberry,1,1,['positive'],0.4083333333333333,0.4083333333333333,0.4083333333333333
5168,eexi,1,1,['negative'],0.0,0.0,0.0
5167,eetc,1,1,['neutral'],0.5333333333333333,0.5333333333333333,0.5333333333333333
5165,eesc,1,1,['positive'],0.875,0.875,0.875
5164,eecu,1,1,['neutral'],1.0,1.0,1.0
5187,eg,1,1,['positive'],1.0,1.0,1.0
5093,ebid,1,1,['positive'],0.0,0.0,0.0
5092,ebi,1,1,['positive'],0.4292929292929293,0.4292929292929293,0.4292929292929293
5088,ebas,1,1,['positive'],0.45,0.45,0.45
5024,dystrophin,1,1,['positive'],0.06666666666666667,0.06666666666666667,0.06666666666666667
5023,dyspigmentation,1,1,['neutral'],0.0,0.0,0.0
5022,dyskinetic,1,1,['neutral'],0.25,0.25,0.25
5018,dynamism,1,1,['neutral'],0.1,0.1,0.1
5017,dynamically,1,1,['positive'],0.0875,0.0875,0.0875
5014,dynadrive,1,1,['positive'],0.49000000000000005,0.49000000000000005,0.49000000000000005
5012,dye,1,1,['neutral'],0.7,0.7,0.7
5011,dycom,1,1,['neutral'],0.0,0.0,0.0
5009,dx,1,1,['positive'],0.45454545454545453,0.45454545454545453,0.45454545454545453
5008,dvd,1,1,['neutral'],0.0,0.0,0.0
16108,subpoena,1,1,['neutral'],0.64375,0.64375,0.64375
5004,dusty,1,1,['neutral'],0.33888888888888885,0.33888888888888885,0.33888888888888885
16098,sublicense,1,1,['neutral'],0.25,0.25,0.25
5001,duratrack,1,1,['positive'],0.0,0.0,0.0
16110,subprime,1,1,['positive'],0.625,0.625,0.625
16111,subq,1,1,['positive'],0.8222222222222223,0.8222222222222223,0.8222222222222223
16113,subscribe,1,1,['positive'],0.5,0.5,0.5
4984,dunnhumby,1,1,['positive'],1.0,1.0,1.0
4982,dunkin,1,1,['positive'],0.6272727272727273,0.6272727272727273,0.6272727272727273
4981,dungeon,1,1,['neutral'],0.3333333333333333,0.3333333333333333,0.3333333333333333
4978,dumb,1,1,['negative'],0.4375,0.4375,0.4375
4976,dull,1,1,['neutral'],0.5,0.5,0.5
4975,dueros,1,1,['positive'],0.5714285714285714,0.5714285714285714,0.5714285714285714
4973,ductal,1,1,['neutral'],0.0,0.0,0.0
4972,ducs,1,1,['positive'],0.175,0.175,0.175
16116,subsea,1,1,['neutral'],0.0,0.0,0.0
16109,subpopulation,1,1,['neutral'],0.4,0.4,0.4
16097,sublet,1,1,['neutral'],0.0,0.0,0.0
16096,sublease,1,1,['neutral'],0.45454545454545453,0.45454545454545453,0.45454545454545453
16092,subdivision,1,1,['neutral'],0.13333333333333333,0.13333333333333333,0.13333333333333333
5087,eba,1,1,['neutral'],0.4987373737373737,0.4987373737373737,0.4987373737373737
5086,eaviation,1,1,['positive'],0.4772727272727273,0.4772727272727273,0.4772727272727273
5085,eats,1,1,['positive'],0.23611111111111108,0.23611111111111108,0.23611111111111108
5084,eaton,1,1,['neutral'],0.0,0.0,0.0
16052,structuralization,1,1,['positive'],0.3333333333333333,0.3333333333333333,0.3333333333333333
16056,structuring,1,1,['positive'],0.41111111111111115,0.41111111111111115,0.41111111111111115
16058,strut,1,1,['positive'],0.5399999999999999,0.5399999999999999,0.5399999999999999
5074,easemob,1,1,['positive'],0.9,0.9,0.9
16060,stryker,1,1,['positive'],0.5027777777777778,0.5027777777777778,0.5027777777777778
16061,stub,1,1,['neutral'],0.0,0.0,0.0
5071,earthwork,1,1,['positive'],0.46222222222222226,0.46222222222222226,0.46222222222222226
16062,studded,1,1,['positive'],0.52,0.52,0.52
5068,earnouts,1,1,['neutral'],0.5857142857142856,0.5857142857142856,0.5857142857142856
16064,studied,1,1,['neutral'],0.16666666666666666,0.16666666666666666,0.16666666666666666
16071,stunt,1,1,['neutral'],0.5222222222222223,0.5222222222222223,0.5222222222222223
16072,stupid,1,1,['neutral'],0.6775510204081633,0.6775510204081633,0.6775510204081633
16073,sturdy,1,1,['positive'],0.7083333333333334,0.7083333333333334,0.7083333333333334
16080,subacute,1,1,['positive'],0.5625,0.5625,0.5625
16081,subassemblies,1,1,['neutral'],0.50625,0.50625,0.50625
16084,subcellular,1,1,['neutral'],0.0,0.0,0.0
16085,subcharter,1,1,['neutral'],0.5,0.5,0.5
16086,subcons,1,1,['neutral'],0.0,0.0,0.0
16087,subcontract,1,1,['positive'],0.6416666666666666,0.6416666666666666,0.6416666666666666
16091,subdermal,1,1,['positive'],0.3,0.3,0.3
5042,eandl,1,1,['positive'],0.09090909090909091,0.09090909090909091,0.09090909090909091
5038,eagerly,1,1,['positive'],0.5,0.5,0.5
5037,eager,1,1,['positive'],0.51875,0.51875,0.51875
5214,elderly,1,1,['neutral'],0.5,0.5,0.5
5215,elect,1,1,['positive'],0.8833333333333333,0.8833333333333333,0.8833333333333333
5216,elected,1,1,['positive'],0.37083333333333335,0.37083333333333335,0.37083333333333335
15989,straightforward,1,1,['positive'],0.49535714285714283,0.49535714285714283,0.49535714285714283
5419,energia,1,1,['positive'],1.0,1.0,1.0
5418,energetics,1,1,['negative'],0.8333333333333334,0.8333333333333334,0.8333333333333334
5414,enem,1,1,['neutral'],0.0,0.0,0.0
5412,endures,1,1,['neutral'],0.5666666666666668,0.5666666666666668,0.5666666666666668
5408,endosee,1,1,['positive'],0.0,0.0,0.0
15915,stemmer,1,1,['positive'],0.44155844155844154,0.44155844155844154,0.44155844155844154
5400,endocutters,1,1,['positive'],0.55,0.55,0.55
5398,endo,1,1,['positive'],0.7416666666666667,0.7416666666666667,0.7416666666666667
5397,endnotes,1,1,['neutral'],1.0,1.0,1.0
5396,endlessly,1,1,['positive'],0.44640151515151516,0.44640151515151516,0.44640151515151516
15916,stemness,1,1,['positive'],0.6333333333333333,0.6333333333333333,0.6333333333333333
15917,stenosis,1,1,['positive'],0.5,0.5,0.5
5421,energized,1,1,['neutral'],0.28270202020202023,0.28270202020202023,0.28270202020202023
15920,stepdown,1,1,['neutral'],0.4583333333333333,0.4583333333333333,0.4583333333333333
5384,encouragingly,1,1,['positive'],0.75,0.75,0.75
15923,stepwise,1,1,['positive'],0.11000000000000001,0.11000000000000001,0.11000000000000001
5380,encouraged,1,1,['positive'],0.75,0.75,0.75
5378,encompassing,1,1,['positive'],0.325,0.325,0.325
5377,encoding,1,1,['neutral'],0.24375000000000002,0.24375000000000002,0.24375000000000002
5376,enclouden,1,1,['neutral'],0.2,0.2,0.2
15924,stereotaxis,1,1,['neutral'],0.48484848484848486,0.48484848484848486,0.48484848484848486
5373,encircle,1,1,['positive'],0.8,0.8,0.8
5372,encephalopathy,1,1,['positive'],0.30833333333333335,0.30833333333333335,0.30833333333333335
5370,encapsulation,1,1,['positive'],0.6455,0.6455,0.6455
5369,encapsulant,1,1,['neutral'],0.0,0.0,0.0
5368,encanto,1,1,['negative'],0.3625,0.3625,0.3625
5386,encrypted,1,1,['neutral'],0.0,0.0,0.0
15908,steepness,1,1,['neutral'],0.50625,0.50625,0.50625
5423,energynorth,1,1,['positive'],0.45454545454545453,0.45454545454545453,0.45454545454545453
5424,enersys,1,1,['positive'],0.0,0.0,0.0
15868,statin,1,1,['neutral'],0.5,0.5,0.5
15871,stationed,1,1,['negative'],0.2571428571428571,0.2571428571428571,0.2571428571428571
15872,stationery,1,1,['positive'],0.12222222222222222,0.12222222222222222,0.12222222222222222
15877,stator,1,1,['positive'],0.7055555555555556,0.7055555555555556,0.7055555555555556
15879,statue,1,1,['positive'],0.5092592592592592,0.5092592592592592,0.5092592592592592
5473,enters,1,1,['neutral'],0.3192857142857143,0.3192857142857143,0.3192857142857143
5467,ensures,1,1,['positive'],0.7333333333333333,0.7333333333333333,0.7333333333333333
5466,ensuing,1,1,['positive'],1.0,1.0,1.0
15884,statutorily,1,1,['positive'],0.375,0.375,0.375
5457,enriched,1,1,['positive'],0.5583333333333333,0.5583333333333333,0.5583333333333333
5456,enr,1,1,['positive'],0.2714285714285714,0.2714285714285714,0.2714285714285714
5454,enormously,1,1,['positive'],0.3833333333333333,0.3833333333333333,0.3833333333333333
5452,enormity,1,1,['positive'],0.875,0.875,0.875
5451,enlighten,1,1,['positive'],0.2833333333333333,0.2833333333333333,0.2833333333333333
5450,enlargement,1,1,['neutral'],0.875,0.875,0.875
5449,enlarged,1,1,['neutral'],0.2833333333333333,0.2833333333333333,0.2833333333333333
5446,eni,1,1,['positive'],0.9533333333333333,0.9533333333333333,0.9533333333333333
15894,steal,1,1,['positive'],0.5,0.5,0.5
5440,engravables,1,1,['neutral'],0.5757575757575758,0.5757575757575758,0.5757575757575758
5439,engraftment,1,1,['positive'],0.5354166666666667,0.5354166666666667,0.5354166666666667
15898,steamflood,1,1,['neutral'],0.4,0.4,0.4
15899,steaming,1,1,['negative'],0.5083333333333333,0.5083333333333333,0.5083333333333333
15900,steatohepatitis,1,1,['positive'],0.5809090909090909,0.5809090909090909,0.5809090909090909
15903,steelmaker,1,1,['positive'],0.49000000000000005,0.49000000000000005,0.49000000000000005
5428,enforces,1,1,['positive'],0.0,0.0,0.0
5426,enforceable,1,1,['neutral'],0.51,0.51,0.51
5425,enett,1,1,['positive'],0.6699999999999999,0.6699999999999999,0.6699999999999999
5367,enbridge,1,1,['neutral'],0.0,0.0,0.0
6002,familymode,1,1,['neutral'],0.5,0.5,0.5
5357,enablements,1,1,['positive'],0.45454545454545453,0.45454545454545453,0.45454545454545453
15932,stevies,1,1,['positive'],0.022222222222222223,0.022222222222222223,0.022222222222222223
15954,stks,1,1,['neutral'],0.3333333333333333,0.3333333333333333,0.3333333333333333
15955,stl,1,1,['neutral'],0.5,0.5,0.5
5274,eltanexor,1,1,['neutral'],0.0,0.0,0.0
5273,elongation,1,1,['negative'],0.4650793650793651,0.4650793650793651,0.4650793650793651
5271,elongate,1,1,['neutral'],0.0,0.0,0.0
5270,elon,1,1,['positive'],0.6875,0.6875,0.6875
5269,ellipsoid,1,1,['neutral'],0.4727272727272727,0.4727272727272727,0.4727272727272727
5265,eliran,1,1,['neutral'],0.35000000000000003,0.35000000000000003,0.35000000000000003
5264,eliquis,1,1,['positive'],0.5,0.5,0.5
15962,stockpiled,1,1,['neutral'],0.3333333333333333,0.3333333333333333,0.3333333333333333
15963,stockpiling,1,1,['positive'],0.3260416666666667,0.3260416666666667,0.3260416666666667
5260,eliant,1,1,['positive'],0.3,0.3,0.3
5279,emalahleni,1,1,['negative'],0.4,0.4,0.4
5255,eletrobras,1,1,['neutral'],0.22666666666666666,0.22666666666666666,0.22666666666666666
5250,electroporation,1,1,['positive'],0.48750000000000004,0.48750000000000004,0.48750000000000004
5248,electrophysiologists,1,1,['positive'],0.15,0.15,0.15
15973,stope,1,1,['neutral'],0.03333333333333333,0.03333333333333333,0.03333333333333333
5239,electromotive,1,1,['positive'],0.6666666666666666,0.6666666666666666,0.6666666666666666
5238,electromagnetic,1,1,['positive'],0.9,0.9,0.9
5235,electrocution,1,1,['neutral'],0.3333333333333333,0.3333333333333333,0.3333333333333333
15975,stopping,1,1,['neutral'],0.0,0.0,0.0
5233,electrifying,1,1,['positive'],0.25,0.25,0.25
5232,electrified,1,1,['positive'],0.2333333333333333,0.2333333333333333,0.2333333333333333
15981,storied,1,1,['positive'],0.5938131313131313,0.5938131313131313,0.5938131313131313
5221,electra,1,1,['neutral'],0.22727272727272727,0.22727272727272727,0.22727272727272727
5220,electoral,1,1,['negative'],0.7916666666666666,0.7916666666666666,0.7916666666666666
5254,elephant,1,1,['neutral'],0.0,0.0,0.0
5280,emarketer,1,1,['positive'],0.44999999999999996,0.44999999999999996,0.44999999999999996
5284,embassy,1,1,['negative'],0.2888888888888889,0.2888888888888889,0.2888888888888889
5288,embodiment,1,1,['positive'],0.7333333333333333,0.7333333333333333,0.7333333333333333
5353,en,1,1,['neutral'],0.12916666666666668,0.12916666666666668,0.12916666666666668
5352,emv,1,1,['positive'],0.3,0.3,0.3
5346,emsr,1,1,['neutral'],0.18484848484848485,0.18484848484848485,0.18484848484848485
5345,emre,1,1,['neutral'],0.4,0.4,0.4
5343,emption,1,1,['neutral'],0.5357142857142857,0.5357142857142857,0.5357142857142857
5342,empted,1,1,['neutral'],0.0,0.0,0.0
15933,stew,1,1,['neutral'],0.0,0.0,0.0
15938,sticker,1,1,['neutral'],0.3,0.3,0.3
5331,employability,1,1,['positive'],0.0,0.0,0.0
5330,empirical,1,1,['positive'],0.4057142857142857,0.4057142857142857,0.4057142857142857
5329,empire,1,1,['positive'],0.6611111111111111,0.6611111111111111,0.6611111111111111
5328,emphatic,1,1,['neutral'],0.32166666666666666,0.32166666666666666,0.32166666666666666
5327,emphasize,1,1,['positive'],0.27499999999999997,0.27499999999999997,0.27499999999999997
15942,stigma,1,1,['negative'],0.0,0.0,0.0
5324,empathetic,1,1,['neutral'],0.375,0.375,0.375
15943,stiko,1,1,['positive'],0.5151515151515151,0.5151515151515151,0.5151515151515151
5315,emma,1,1,['positive'],1.0,1.0,1.0
5314,emls,1,1,['positive'],0.2772727272727273,0.2772727272727273,0.2772727272727273
5313,eml,1,1,['positive'],0.7333333333333333,0.7333333333333333,0.7333333333333333
5308,emirati,1,1,['positive'],0.14722222222222223,0.14722222222222223,0.14722222222222223
5306,emi,1,1,['neutral'],0.8333333333333334,0.8333333333333334,0.8333333333333334
5305,emerson,1,1,['positive'],0.75,0.75,0.75
15948,stimulative,1,1,['neutral'],0.2833333333333333,0.2833333333333333,0.2833333333333333
15949,stimulator,1,1,['neutral'],0.25,0.25,0.25
5293,embryo,1,1,['positive'],0.42291666666666666,0.42291666666666666,0.42291666666666666
5292,embracing,1,1,['neutral'],0.8,0.8,0.8
5290,embossed,1,1,['positive'],0.34375,0.34375,0.34375
15930,stern,1,1,['neutral'],0.45454545454545453,0.45454545454545453,0.45454545454545453
8124,incapacity,1,1,['neutral'],0.0,0.0,0.0
8125,incarcerated,1,1,['neutral'],0.0,0.0,0.0
14520,rsq,1,1,['positive'],0.27777777777777773,0.27777777777777773,0.27777777777777773
10929,nicest,1,1,['neutral'],0.0,0.0,0.0
13106,prudency,1,1,['positive'],0.6652777777777779,0.6652777777777779,0.6652777777777779
10926,nic,1,1,['positive'],0.2,0.2,0.2
10921,ngr,1,1,['positive'],0.0,0.0,0.0
10920,ngpl,1,1,['neutral'],0.6,0.6,0.6
10919,ngp,1,1,['positive'],0.3333333333333333,0.3333333333333333,0.3333333333333333
10915,nginx,1,1,['neutral'],1.0,1.0,1.0
10914,ngg,1,1,['positive'],0.4444444444444444,0.4444444444444444,0.4444444444444444
10913,ngeniusone,1,1,['neutral'],0.7272727272727273,0.7272727272727273,0.7272727272727273
10912,nga,1,1,['positive'],0.39999999999999997,0.39999999999999997,0.39999999999999997
10910,nfts,1,1,['neutral'],0.325,0.325,0.325
10906,nfeps,1,1,['neutral'],0.0,0.0,0.0
13101,proximal,1,1,['neutral'],0.303125,0.303125,0.303125
10904,nexus,1,1,['positive'],0.3,0.3,0.3
10902,nextgen,1,1,['neutral'],0.5625,0.5625,0.5625
13114,psap,1,1,['positive'],0.42738095238095236,0.42738095238095236,0.42738095238095236
10900,nexsys,1,1,['positive'],0.25,0.25,0.25
10899,newsworthy,1,1,['positive'],0.43333333333333335,0.43333333333333335,0.43333333333333335
13116,psar,1,1,['positive'],0.5714285714285714,0.5714285714285714,0.5714285714285714
10894,newsletter,1,1,['neutral'],0.3833333333333333,0.3833333333333333,0.3833333333333333
13118,pse,1,1,['neutral'],0.475,0.475,0.475
13119,pseudophakic,1,1,['neutral'],0.48250000000000004,0.48250000000000004,0.48250000000000004
13120,pseudovirus,1,1,['neutral'],0.35625,0.35625,0.35625
13123,psma,1,1,['neutral'],0.0,0.0,0.0
10884,newfound,1,1,['positive'],0.375,0.375,0.375
13124,psmafore,1,1,['neutral'],0.75,0.75,0.75
10903,nextracker,1,1,['neutral'],0.39999999999999997,0.39999999999999997,0.39999999999999997
10876,newbie,1,1,['positive'],0.5064814814814815,0.5064814814814815,0.5064814814814815
10939,nightlife,1,1,['negative'],0.27777777777777773,0.27777777777777773,0.27777777777777773
10941,nightmare,1,1,['neutral'],0.0,0.0,0.0
13085,provide,1,1,['neutral'],0.4770833333333333,0.4770833333333333,0.4770833333333333
10986,nomenclature,1,1,['neutral'],0.0,0.0,0.0
10985,nomadic,1,1,['positive'],0.0,0.0,0.0
10981,noisy,1,1,['neutral'],0.2,0.2,0.2
13087,provident,1,1,['neutral'],0.7,0.7,0.7
10978,noemie,1,1,['positive'],0.0,0.0,0.0
10975,nodular,1,1,['positive'],0.5333333333333333,0.5333333333333333,0.5333333333333333
10974,nodify,1,1,['positive'],0.4396825396825397,0.4396825396825397,0.4396825396825397
10972,nodal,1,1,['negative'],0.39166666666666666,0.39166666666666666,0.39166666666666666
10967,nnas,1,1,['neutral'],0.5,0.5,0.5
10966,nmpa,1,1,['positive'],0.4727272727272727,0.4727272727272727,0.4727272727272727
10965,nme,1,1,['positive'],0.575,0.575,0.575
